SAMPLE;SPECIES_NAME_PRINT;FAMILY;SUBFAMILY;SUPERTRIBE;TRIBE;GENUS;SPECIES;DATASET;powo_identifier;gbif_identifier;WCVP_continent;WCVP_geographic_area;WCVP_lifeform_description;WCVP_climate_description;GROWTH_FORM;SOCIETAL_USE;COMMON_NAME;DUTCH_NAME;GENUS_TYPE
SRR8528347;Artabotrys zeylanicus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys zeylanicus;Hook.f. & Thomson;2000ABS-373;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528350;Asimina incana;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina incana;(W. Bartram) Exell;2000ABS-374;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528354;Asimina longifolia;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina longifolia;Kral;2000ABS-375;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528356;Asimina manasota;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina manasota;DeLaney;2000ABS-376;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528357;Asimina obovata;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina obovata;(Willd.) Nash;2000ABS-377;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528358;Asimina parviflora;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina parviflora;(Michx.) Dunal;2000ABS-378;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528359;Asimina pulchella;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina pulchella;(Small) Rehder & Dayton;2000ABS-379;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528361;Asimina pygmaea;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina pygmaea;(W. Bartram) Dunal;2000ABS-380;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528364;Asimina reticulata;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina reticulata;Shuttlew. ex Chapm.;2000ABS-381;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528365;Asimina rugelii;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina rugelii;B.L.Rob.;2000ABS-382;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528370;Asimina tetramera;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina tetramera;Small;2000ABS-383;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528372;Asimina triloba;Annonaceae;Annonoideae;Annoneae;Annoneae;Asimina;Asimina triloba;(L.) Dunal;2000ABS-384;100002;North America;North America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528373;Asteranthe asterias;Annonaceae;Annonoideae;Monodoreae;Monodoreae;Asteranthe;Asteranthe asterias;(S. Moore) Engl. & Diels;2000ABS-385;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
SRR8528376;Asteranthe lutea;Annonaceae;Annonoideae;Monodoreae;Monodoreae;Asteranthe;Asteranthe lutea;Vollesen;2000ABS-386;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
SRR8528379;Bocagea asymmetrica;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Bocagea;Bocagea asymmetrica;Mello-Silva & J.C.Lopes;2000ABS-387;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528380;Bocagea longepedunculata;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Bocagea;Bocagea longepedunculata;Mart.;2000ABS-388;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528381;Bocagea moeniana;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Bocagea;Bocagea moeniana;Mello-Silva & J.C.Lopes;2000ABS-389;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528382;Bocagea viridis;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Bocagea;Bocagea viridis;A. St.-Hil.;2000ABS-390;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528384;Bocageopsis canescens;Annonaceae;Malmeoideae;Malmeeae;Malmeeae;Bocageopsis;Bocageopsis canescens;(Benth.) R. E. Fr.;2000ABS-391;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528385;Bocageopsis mattogrossensis;Annonaceae;Malmeoideae;Malmeeae;Malmeeae;Bocageopsis;Bocageopsis mattogrossensis;(R. E. Fr.) R. E. Fr.;2000ABS-392;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528386;Bocageopsis multiflora;Annonaceae;Malmeoideae;Malmeeae;Malmeeae;Bocageopsis;Bocageopsis multiflora;(Mart.) R. E. Fr.;2000ABS-393;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528388;Bocageopsis pleiosperma;Annonaceae;Malmeoideae;Malmeeae;Malmeeae;Bocageopsis;Bocageopsis pleiosperma;Maas;2000ABS-394;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528389;Brieya fasciculata;Annonaceae;Malmeoideae;Piptostigmateae;Piptostigmateae;Brieya;Brieya fasciculata;De Wild.;2000ABS-395;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
SRR8528391;Brieya latipetala;Annonaceae;Malmeoideae;Piptostigmateae;Piptostigmateae;Brieya;Brieya latipetala;Exell;2000ABS-396;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
SRR8528394;Cananga brandisiana;Annonaceae;Ambavioideae;Canangeae;Canangeae;Cananga;Cananga brandisiana;(Pierre) I. M. Turner;2000ABS-397;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528397;Cananga odorata;Annonaceae;Ambavioideae;Canangeae;Canangeae;Cananga;Cananga odorata;(Lam.) Hook. f. & Thomson;2000ABS-398;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528398;Cardiopetalum calophyllum;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Cardiopetalum;Cardiopetalum calophyllum;Schltdl.;2000ABS-399;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528399;Cardiopetalum plicatum;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Cardiopetalum;Cardiopetalum plicatum;N. A. Murray;2000ABS-400;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
SRR8528400;Cardiopetalum surinamense;Annonaceae;Annonoideae;Bocageeae;Bocageeae;Cardiopetalum;Cardiopetalum surinamense;R. E. Fr.;2000ABS-401;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
