SAMPLE;SPECIES_NAME_PRINT;FAMILY;SUBFAMILY;SUPERTRIBE;TRIBE;GENUS;SPECIES;DATASET;powo_identifier;gbif_identifier;WCVP_continent;WCVP_geographic_area;WCVP_lifeform_description;WCVP_climate_description;GROWTH_FORM;SOCIETAL_USE;COMMON_NAME;DUTCH_NAME;GENUS_TYPE
S1168;Artabotrys arachnoides;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys arachnoides;J. Sinclair;2000ABS-257;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1176;Artabotrys atractocarpus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys atractocarpus;I. M. Turner;2000ABS-258;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1177;Artabotrys aurantiacus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys aurantiacus;Engl. & Diels;2000ABS-259;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1180;Artabotrys blumei;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys blumei;Hook. f. & Thomson;2000ABS-260;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1181;Artabotrys brachypetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys brachypetalus;Benth.;2000ABS-261;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1182;Artabotrys brevipes;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys brevipes;Craib;2000ABS-262;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1184;Artabotrys burmanicus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys burmanicus;A. DC.;2000ABS-263;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1187;Artabotrys byrsophyllus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys byrsophyllus;I. M. Turner & Utteridge;2000ABS-264;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1188;Artabotrys cagayanensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys cagayanensis;Merr.;2000ABS-265;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1189;Artabotrys camptopetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys camptopetalus;Diels;2000ABS-266;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1201;Artabotrys carnosipetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys carnosipetalus;Jessup;2000ABS-267;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1204;Artabotrys caudatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys caudatus;Hook. f. & Thomson;2000ABS-268;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1208;Artabotrys chitkokoi;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys chitkokoi;K.Z.Hein, Naive & J.Chen;2000ABS-269;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1210;Artabotrys coccineus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys coccineus;Keay;2000ABS-270;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1211;Artabotrys collinus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys collinus;Hutch.;2000ABS-271;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1213;Artabotrys congolensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys congolensis;De Wild. & T. Durand;2000ABS-272;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1214;Artabotrys costatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys costatus;King;2000ABS-273;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1220;Artabotrys crassifolius;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys crassifolius;Hook. f. & Thomson;2000ABS-274;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1221;Artabotrys crassipetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys crassipetalus;Pellegr.;2000ABS-275;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1223;Artabotrys cubittii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys cubittii;Chatterjee;2000ABS-276;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1227;Artabotrys cumingianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys cumingianus;S. Vidal;2000ABS-277;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1229;Artabotrys dahomensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys dahomensis;Engl. & Diels;2000ABS-278;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1230;Artabotrys darainensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys darainensis;Deroin & L. Gaut.;2000ABS-279;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S1232;Artabotrys dielsianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys dielsianus;Le Thomas;2000ABS-280;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1234;Artabotrys fragrans;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys fragrans;Jovet-Ast;2000ABS-281;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1235;Artabotrys gossweileri;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys gossweileri;Baker f. ex Exell;2000ABS-282;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1238;Artabotrys gracilis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys gracilis;King;2000ABS-283;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1239;Artabotrys grandifolius;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys grandifolius;King;2000ABS-284;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1241;Artabotrys hainanensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hainanensis;R. E. Fr.;2000ABS-285;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1245;Artabotrys harmandii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys harmandii;Finet & Gagnep.;2000ABS-286;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1246;Artabotrys hexapetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hexapetalus;(L. f.) Bhandari;2000ABS-287;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1249;Artabotrys hienianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hienianus;Bân;2000ABS-288;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1250;Artabotrys hildebrandtii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hildebrandtii;O.Hoffm.;2000ABS-289;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1251;Artabotrys hirtipes;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hirtipes;Ridl.;2000ABS-290;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1258;Artabotrys hispidus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys hispidus;Sprague & Hutch.;2000ABS-291;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1260;Artabotrys inodorus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys inodorus;Zipp. ex Miq.;2000ABS-292;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1261;Artabotrys insignis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys insignis;Engl. & Diels;2000ABS-293;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1262;Artabotrys insurae;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys insurae;J.Chen & Eiadthong;2000ABS-294;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1266;Artabotrys intermedius;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys intermedius;Hassk.;2000ABS-295;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1269;Artabotrys jacquesfelicis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys jacquesfelicis;Pellegr.;2000ABS-296;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1270;Artabotrys javanicus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys javanicus;I.M.Turner;2000ABS-297;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1276;Artabotrys jollyanus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys jollyanus;I.M.Turner;2000ABS-298;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1278;Artabotrys kinabaluensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys kinabaluensis;I.M.Turner;2000ABS-299;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1279;Artabotrys kurzii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys kurzii;Hook. f. & Thomson;2000ABS-300;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1314;Artabotrys lanuginosus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys lanuginosus;Boerl.;2000ABS-301;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1315;Artabotrys lastoursvillensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys lastoursvillensis;Pellegr.;2000ABS-302;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1318;Artabotrys letestui;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys letestui;Pellegr.;2000ABS-303;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1319;Artabotrys libericus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys libericus;Diels;2000ABS-304;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1321;Artabotrys likimensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys likimensis;De Wild.;2000ABS-305;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1328;Artabotrys longipetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys longipetalus;J.Chen & Eiadthong;2000ABS-306;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1331;Artabotrys longistigmatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys longistigmatus;Nurainas;2000ABS-307;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1332;Artabotrys lowianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys lowianus;Scort. ex King;2000ABS-308;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1336;Artabotrys luteus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys luteus;Elmer;2000ABS-309;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1339;Artabotrys luxurians;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys luxurians;Ghesq. ex Cavaco & Keraudren;2000ABS-310;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S1341;Artabotrys mabifolius;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys mabifolius;Diels;2000ABS-311;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S1342;Artabotrys macrophyllus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys macrophyllus;Hook. f.;2000ABS-312;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1354;Artabotrys macropodus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys macropodus;I. M. Turner;2000ABS-313;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1365;Artabotrys madagascariensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys madagascariensis;Miq.;2000ABS-314;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1366;Artabotrys maingayi;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys maingayi;Hook. f. & Thomson;2000ABS-315;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1368;Artabotrys manoranjanii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys manoranjanii;M. V. Ramana, J. Swamy & K. C. Mohan;2000ABS-316;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1369;Artabotrys modestus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys modestus;Diels;2000ABS-317;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1370;Artabotrys monteiroae;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys monteiroae;Oliv.;2000ABS-318;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1371;Artabotrys multiflorus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys multiflorus;C. E. C. Fisch.;2000ABS-319;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1374;Artabotrys nicobarianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys nicobarianus;D. Das;2000ABS-320;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1375;Artabotrys nigericus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys nigericus;Hutch.;2000ABS-321;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1376;Artabotrys oblanceolatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys oblanceolatus;Craib;2000ABS-322;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1378;Artabotrys oblongus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys oblongus;King;2000ABS-323;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1381;Artabotrys ochropetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys ochropetalus;I. M. Turner;2000ABS-324;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1384;Artabotrys oliganthus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys oliganthus;Engl. & Diels;2000ABS-325;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1386;Artabotrys oxycarpus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys oxycarpus;King;2000ABS-326;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1387;Artabotrys pachypetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pachypetalus;B.Xue & Junhao Chen;2000ABS-327;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1388;Artabotrys pallens;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pallens;Jovet-Ast;2000ABS-328;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1389;Artabotrys palustris;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys palustris;Louis ex Boutique;2000ABS-329;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1398;Artabotrys pandanicarpus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pandanicarpus;I. M. Turner;2000ABS-330;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1400;Artabotrys parkinsonii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys parkinsonii;Chatterjee;2000ABS-331;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1401;Artabotrys petelotii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys petelotii;Merr.;2000ABS-332;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1405;Artabotrys phuongianus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys phuongianus;Bân;2000ABS-333;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1407;Artabotrys pierreanus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pierreanus;Engl.;2000ABS-334;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1408;Artabotrys pilosus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pilosus;Merr. & Chun;2000ABS-335;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1409;Artabotrys pleurocarpus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys pleurocarpus;Maingay ex Hook. f. & Thomson;2000ABS-336;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1412;Artabotrys polygynus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys polygynus;Miq.;2000ABS-337;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1417;Artabotrys porphyrifolius;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys porphyrifolius;Nurainas;2000ABS-338;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1419;Artabotrys punctulatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys punctulatus;C. Y. Wu;2000ABS-339;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1421;Artabotrys rhynchocarpus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys rhynchocarpus;C. Y. Wu;2000ABS-340;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1422;Artabotrys robustus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys robustus;Louis ex Boutique;2000ABS-341;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1424;Artabotrys roseus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys roseus;Boerl.;2000ABS-342;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1428;Artabotrys rufus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys rufus;De Wild.;2000ABS-343;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1442;Artabotrys rupestris;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys rupestris;Diels;2000ABS-344;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1449;Artabotrys sahyadricus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys sahyadricus;Robi, KMP Kumar & Hareesh;2000ABS-345;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1451;Artabotrys sarawakensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys sarawakensis;I. M. Turner;2000ABS-346;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1458;Artabotrys scortechinii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys scortechinii;King;2000ABS-347;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1459;Artabotrys scytophyllus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys scytophyllus;(Diels) Cavaco & Keraudren;2000ABS-348;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S1460;Artabotrys siamensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys siamensis;Miq.;2000ABS-349;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1462;Artabotrys spathulatus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys spathulatus;J. Chen, Chalermglin & R.M.K. Saunders;2000ABS-350;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1464;Artabotrys speciosus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys speciosus;Kurz ex Hook. f. & Thomson;2000ABS-351;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1474;Artabotrys spinosus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys spinosus;Craib;2000ABS-352;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1475;Artabotrys stenopetalus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys stenopetalus;Engl.;2000ABS-353;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1481;Artabotrys stolonifer;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys stolonifer;Elmer;2000ABS-354;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1488;Artabotrys stolzii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys stolzii;Diels;2000ABS-355;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1498;Artabotrys suaveolens;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys suaveolens;(Blume) Blume;2000ABS-356;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1506;Artabotrys sumatranus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys sumatranus;Miq.;2000ABS-357;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1509;Artabotrys tanaosriensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys tanaosriensis;J. Chen, Chalermglin & R.M.K. Saunders;2000ABS-358;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1519;Artabotrys taynguyenensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys taynguyenensis;Bân;2000ABS-359;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1539;Artabotrys tetramerus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys tetramerus;Bân;2000ABS-360;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1541;Artabotrys thomsonii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys thomsonii;Oliv.;2000ABS-361;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S1561;Artabotrys tipuliferus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys tipuliferus;I. M. Turner & Utteridge;2000ABS-362;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S1579;Artabotrys tomentosus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys tomentosus;Nurainas;2000ABS-363;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR11470309;Artabotrys uniflorus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys uniflorus;(Griff.) Craib;2000ABS-364;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR11470320;Artabotrys vanprukii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys vanprukii;Craib;2000ABS-365;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR6441723;Artabotrys veldkampii;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys veldkampii;I. M. Turner;2000ABS-366;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528336;Artabotrys velutinus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys velutinus;G. Elliot;2000ABS-367;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
SRR8528338;Artabotrys venustus;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys venustus;King;2000ABS-368;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528339;Artabotrys vidaliana;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys vidaliana;Elmer;2000ABS-369;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528341;Artabotrys vietnamensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys vietnamensis;Bân;2000ABS-370;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528342;Artabotrys vinhensis;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys vinhensis;Jovet-Ast;2000ABS-371;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
SRR8528343;Artabotrys wrayi;Annonaceae;Annonoideae;Duguetieae;Duguetieae;Artabotrys;Artabotrys wrayi;King;2000ABS-372;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
